3法思胜解忍,patience of discriminative awareness of the dharma
三灾,3 destructions
1火灾,destruction caused by fire
2水灾,destruction caused by water
3风灾,destruction caused by wind
三受,3 feelings
1乐受,joyous feeling
2苦受,painful feeling
3不苦不乐受舍受,neutral feeling
三明,3 insights
1宿住智证明,insight into the mortal conditions of self and others in previous lives
2死生智证明,knowledge of vanishing and reappearing of beings
3漏尽智证明,nirvāṇa insight
三法印,3 seals of buddhist doctrine
1诸行无常,all products are impermanent
2诸法无我,all phenomena are empty and selfless
3涅盘寂静,nirvana is peace
三要修行,3 principal aspects of the path
1出离,renunciation
2菩提心,mind of enlightenment
3正见,right view
三施,3 types of giving
1财施,giving material help
2法施,giving dharma teachings
3无畏施,giving protection from fear
三相因明,3 modes of reasoning
1宗法,property of the subject
2随遍同品定有,subsequent pervasion
3倒遍异品遍无,counter pervasion
三相三性,3 characteristics
1遍计所执,imputed phenomena
2依他起,dependent phenomena
3圆成实,ultimate phenomena
三界九地,3 realms and 9 levels
1欲界五趣杂居地身异想异,[beings with different bodies and different thoughts]
2色界,form realm
a离生喜乐初静虑,first concentration
b定生喜乐第二静虑,second concentration
c离喜妙乐第三静虑,third concentration
d舍念清净第四静虑,fourth concentration
3无色界,formless realm
a空无边处,infinite space
b识无边处,infinite consciousness
c无所有处,nothingness
d非想非非想有顶,peak of cyclic existence
三毒,3 poisons
1贪,desire
2瞋,hatred 
3痴,ignorance
三苦,3 sufferings
1苦苦,suffering of pain
2坏苦,suffering of change
3行苦,pervasive suffering
三乘,3 vehicles
1声闻乘,hearer's vehicle
2独觉乘,solitary realizer's vehicle
3菩萨乘,bodhisattva's vehicle
三师,3 teachers
1戒和尚,preceptor
2羯磨师,announcing-preceptor
3教授师,instructor
三根,3 levels of intelligence
1钝根,poor intellect
2中根,moderate intellect
3利根,sharp intellect
三时业,3 kinds of karma
1顺现法受业,karma bearing fruit in this present life 
2顺次生受业,karma bearing fruit in the next life 
3顺后次受业,karma bearing fruit in the distant future 
三清净地,3 pure stages
1第八地,eighth stage
2第九地,ninth stage
3第十地,tenth stage
三智,3 kinds of knowledge
1一切智,knowledge of bases
2道相智,knowledge of paths
3一切相智,omniscient mind
三量,3 awarenesses
3圣教量,authoritative valid cognizer
三结,3 constant fetters
1萨迦耶见,view of the transitory collection as real I and mine
2戒禁取,"conception of [bad] ethics and modes of conduct as 
supreme"
3疑,doubt
三无自性,3 identityless phenomena
1相无自性性,identitylessness of characteristics
2生无自性性,identitylessness of production
3胜义无自性性,identitylessness of ultimate phenomena
三无为法,3 uncompounded phenomena
虚空无为,space
择灭无为,analytical cessation
非择灭无为,non-analytical cessation
三无漏根,3 uncontaminated sense powers 
未知当知根,sense power of knowing all that is unknown 
已知根,sense power of knowing all
具知根,sense power of that which has the quality of knowing all 
三涅盘,3 nirvanas
有余涅盘,nirvana with remainder
无余涅盘,nirvana without remainder
无住涅盘,nirvana without abiding
三善根,3 root virtues
无贪善根,root of virtue devoid of desire
无瞋善根,root of virtue devoid of hatred
无痴善根,root of virtue devoid of ignorance
三善趣,3 happy migrators 
天,gods
人,humans
阿素洛阿修罗,demigods
三圣,3 nobles
释迦牟尼佛,shākyamuni buddha
药师佛,bhaisajyaguru buddha
阿弥陀佛,amitābha buddha
三圣西方,3 nobles
1阿弥陀佛,amitābha buddha
2观世音菩萨,avalokiteshvara bodhisattva
3大势至菩萨,mahāsthāmaprāpta bodhisattva
三圆满trisaṃpanna,3 excellent accomplishments
1自事圆满,accomplishment of one's own goals
2他事圆满,accomplishment of others' goals
3方便圆满,accomplishment of themeans for achieving both goals
三恶趣三恶道,3 bad migrators 
1地狱,hell beings
2饿鬼,hungry ghosts
3傍生畜生,animals
三业,3 actions
1善业,karma giving rise to happiness 
2恶业,karma giving rise to suffering 
3无记业,karma giving rise to indifferent feelings 
1身业,physical actions
2语业,verbal actions
3意业,mental actions
1福业,virtuous karma
2非福业,non-virtuous karma
3不动业,unfluctuating karma
三业果,3 types of karmic effect
1异熟果,fruitional effect
2等流果,causally concordant effect
3增上果,owned effect
三解脱门,3 doors of liberation
1空解脱门,liberation through emptiness
2无相解脱门,liberation through signlessness
3无愿解脱门,liberation through wishlessness
三聚三品,3 heaps
1敬礼,heap of prostration
2悔过,heap of confession
3随喜,heap of rejoicing
回向,[dedication]
三聚净戒,3 types of morality
1律仪戒,morality of abstention from misbehaviour
2摄善法戒,morality of virtues integrating
3饶益有情戒,morality of working for the welfare of other sentient beings
三际,3 times
1前际,past time
2后际,future time
3中际,present time
三种化身,3 emanation bodies of a buddha
1事业化身,artisan emanation
2受生化身,miscellaneous emanation
3最胜化身,supreme emanation
三种示导,3 kinds of miracle
1神变示导,miracle of body
2记心示导,miracle of mind
教诫示导,miracle of speech
三种正因,3 correct reasons
果正因,correct reason of effect
自性正因,correct reason of nature
不可得正因不觅正因,correct reason of non-cognition
三种似因,3 wrong reasons
不成因,unestablished reason
相违因,contradictory reason
不定因,uncertain reason
三种定,3 meditative stabilizations
健行定,meditative stabilization going like a hero
如幻定,meditative stabilization like an illusion
金刚喻定,meditative stabilization like a vajra
三种所知,3 objects of knowledge
现前,manifest phenomena
隐晦,obscure phenomena
非常隐晦,extremely obscure phenomena
三种慈悲,3 types of compassion
众生缘慈,compassion merelyobserving sentient beings
法缘慈,compassion observing the doctrine
无缘慈,compassion observing the lack of true existence
三种萨埵,3 types of sattvas [beings]
誓句萨埵,commitment being
智慧萨埵,wisdom being
定萨埵,concentration being
三慧,3 types of wisdom
闻所成慧,wisdom acquired through hearing
思所成慧,wisdom acquired through contemplation
修所成慧,wisdom acquired through meditation
二次第密续,2 stages of tantric practice
生起次第,generation stage 
圆满次第,completion stage
现有,appearance and existence
依修,approach and accomplishment
谛实语,authentic words of truth
支分法类,auxiliary teachings
觉性禁行,awareness-discipline
骨饰,bone ornaments
五部佛,buddhas of the five families
中脉,central channel
风脉明点,"channels, winds, and bindus"
子心滴,child Nyingtig
光明大圆满,clear light Great Perfection
十字金刚杵,crossed vajra
梵净穴,crown aperture
勇士,daka
勇母,dakini
五部空行,dakinis of the five families
三处空行,dakinis of three spheres
法伏藏,dharma terma
甚深伏藏,profound terma
圣物伏藏,material terma
智慧伏藏,wisdom terma
密意伏藏,mind terma
不变金刚身,vajrakaya of the unchanging natural state
现前菩提身,the perfect kaya of complete awakening
法源,dharmodaya，the source of dharma
直指,direct pointing-out instruction
大圆满,Great Perfection
地伏藏,earth terma
界性根基信解意乐,elements capacities inclinations and intentions
觉空,emptiness and awareness
空乐,emptiness and bliss
本体空性,essence of emptiness
自性光明,intrinsic nature of luminosity
大悲周遍,all-pervasive compassion
觉受证悟,experience and realization
父续,father tantras
母续,mother tantras
无二续,nondual tantras
火供,fire offering
圣种五贤,Five Excellent Ones of Sublime Nobility
四轮,four chakras
外类内类密类极密类,four cycles: outer inner secret and quintessential secret
四力,four remedial powers: 
所依对治力,power of support
厌患对治力,power of remorse
返回对治力,power of resolution
现行对治力,power of antidote
月轮,full moon disk
会供轮,ganachakra feast
觉空义智慧,genuine wisdom of the union of awareness and emptiness
大乐灌顶,great bliss empowerment
表示灌顶,symbolic empowerment
句灌顶,word empowerment
大等舍,great equanimity
三传上师,gurus of the three lineages of transmission
梦幻身,illusory dream body
前观想,in-front visualization
内誓言,inner vows
具种王,Kalkin King
圣教心滴,Kama Nyingtig
业手印,karma mudra
身文字标帜,"kayas, syllables, and hand emblems"
事续,kriya tantra
行续,charya tantra
瑜伽续,yoga tantra
无上瑜伽续,anuttarayoga tantra
魂石,life-force stone
三部怙主,lords of the three families
大手印,Mahamudra 
实相大手印,"Mahamudra of reality, "
乐空大手印,Mahamudra of the union of bliss and emptiness
密宗大手印,mantra Mahamudra
显宗大手印,sutra Mahamudra
持橛咒师,mantrika who practices Vajrakilaya
光蕴,mass of light
心眼风,"mind, eyes, and wind"
母心滴,mother Nyingtig
诃子,myrobalan
天法,Namch
自然本智,natural primordial wisdom
新心滴,new Nyingtig
九乘,nine yanas
旧心滴,old Nyingtig
本来清净,original purity / primordial purity
班智达密衣,pandita-style secret robe
寂静文殊,peaceful Manjushri
忿怒大威德,wrathful Yamantaka
破瓦往生法,the transference of consciousness
窍诀,pith instructions 
引导法引导文,practice manual
甚深地伏藏,"the profound earth terma,"
广大意伏藏,the vast mind terma
清净观,pure perception
胜生,Rabjung
虹身,rainbow body
酬补,restore damaged and broken vows
觉性,rigpa
誓言,samaya
破誓言者,samaya breaker
坏誓鬼,samaya-corrupting spirits
报身服饰,sambhogakaya attire and ornaments
圆满劫,"Satya Yuga, age of perfection"
三分劫,"Treta Yuga, age of possessing three"
二分劫,"Dvapara Yuga, age of possessing two"
具诤劫,"Kali Yuga, age of strife"
交付印持,entrustment and sealing
密咒,secret mantra
自现,self-appearance
自解脱,self-liberation
自然觉性,self-occurring awareness
自性化身刹土,self-occurring nirmanakaya pure realm
自观想,self-visualization
毗卢七法,seven-point posture of Vairochana
垢气,stale wind
降伏事业,subjugating activity
本性身,svabhavikakaya
喜旋,swirl of joy
五界文字,syllables of fivefold expanse
续教窍诀,"tantra, transmission, and upadesha"
密宗誓言,tantric vows
伏藏,terma
伏藏心滴,Terma Nyingtig
伏藏物,terma object
伏藏法,terma doctrine
伏藏师,terton
箕宿月,the Ashadha month
角宿月,the Caitra month
顶上大乐轮,"the chakra of great bliss at the level of the crown, "
喉间受用轮,"the chakra of enjoyment at the level of the throat, "
心间法轮,"the chakra of dharma at the level of the heart, "
脐间幻化轮,the chakra of manifestation at the level of the navel
有相圆满次第,the completion stage with signs
无相圆满次第,the completion stage without signs
法界性智,the dharmadhatu wisdom
见解如山直定,"the direct placement in the view like a mountain, "
修行如海直定,"the direct placement in meditation like an ocean, "
行为显现直定,"the direct placement in conduct with appearances, "
果位觉性直定,the direct placement inpristine awareness as the result
前译宁玛,the Earlier Translation School of Ngagyur Nyingma
有戏灌顶,"the elaborate empowerment,"
无戏灌顶," the unelaborate empowerment, "
极无戏灌顶,"the extremely unelaborate empowerment, "
最无戏灌顶,the ultimately unelaborate empowerment
大圆满十一句义,the eleven topics of Dzogchen
广大班智达派,"the extensive pandita approach, "
甚深古萨里派,the profound kusali approach
无有唯一平等自成,"the four aspects of non-existence, oneness, openness, and spontaneous presence"
四中阴自性中阴临死中阴法性中阴转世中阴,"the four bardos: the natural bardo of this life, the bardo of dying, the dharmata bardo,and the bardo of becoming"
四相,the four visions of tögal: 
觉受增上相,"the vision of the direct recognition of the dharmata, "
觉性如量相,"the vision of the increasing experience, "
法性现量相,"the vision of pristine awareness reaching its full extent,"
法性尽地相,the vision of the complete exhaustion of phenomena into dharmata
四空智慧,the four wisdoms of emptiness: 
空,"emptiness, "
极空,"great emptiness, "
大空,"extremely great emptiness,"
一切空,everything as emptiness
四喜智慧,the four wisdoms of joy: 
喜,"joy, "
胜喜,"supreme joy, "
殊喜,"exceptional joy,"
俱生喜,connate joy
印持修炼调柔入道,"the fourfold training of sealing, training, seeking flexibility, and entering the path"
金刚持果位,the fruition of vajradharahood
吉祥普巴派,the glorious Phugpa tradition
边解脱直定,the great placement beyond extremes
寂止门引导,"the guidance through the door of shamatha, "
胜观门引导,the guidance through the door of vipashyana
基位本尊,the innate deity
圣教大圆满,"the Kama Dzogchen, "
伏藏大圆满,the Terma Dzogchen
嘎德水晶管脉,the kati crystal channel
部主,the lord of the family
自然慧灯,the luminosity of self-occurring prajna
法界净灯,"the luminosity of the dhatu of awareness, "
明点空灯,"the luminosity of the empty bindu,"
觉性金刚链,the vajra chain of awareness
远索水灯,the luminosity of the far-reaching water lasso
自然续部坛城,the mandala of self-occurring tantras
金刚链网,the matrix of the vajra chain
金刚自声,the natural resonance of indestructible nature
旧派,the Old School
补特伽罗耳传,"the oral transmission of spiritual masters, "
持明表示传,"the symbolic indication transmission of the vidyadharas, "
如来密意传,the direct mind transmission of the buddhas
外心部,"the outer category of mind, "
内界部,"the inner category of space,"
密窍诀部,the secret category of pith instructions
道果,the path and the result
方便道,"the path of skillful means, "
解脱道,the path of liberation
寂静坛城,the peaceful mandala
前弘时期,"the period of the earlier propagation, "
中弘时期,"the period of the middle propagation, "
后弘时期,the period of the later propagation
三身坐式法身坐式如狮子挺立报身坐式如大象卧下化身坐式如仙人蹲坐,"the postures of the three kayas: the dharmakaya posture of straightening the body like a lion, the sambhogakaya posture like a sleeping elephant, and the nirmanakaya posture of sitting like a crouching rishi"
区分有寂,the practice of discerning samsara and nirvana
四时佛平行修法,the practice of the four times of union with buddha
护轮,the protection circle
报身密严刹土,the pure sambhogakaya field of Akanishtha
大虹光身,the rainbow body of great transference
离尘虹身,the rainbow body transcending physicality
红色血脉,"the red rasana channel,"
白色精脉, the white lalana channel
修部,the sadhana category
密乘戒,the samayas of Secret Mantrayana
觉性光明密意,the secret luminosity of rigpa
讲传十大教派,"the ten great lineages of study, "
修传八大教派,the eight great lineages of attainment
发愿伏藏传,the transmission empowered by aspiration
付教授记传,the transmission of prophetic authorization
空行交付印传,the transmission of the entrustment to dakinis
大圆满十二大本师,the twelve founding teachers of Dzogchen
观现世量,the valid cognition of conventional viewpoints
宝瓶灌顶,"the vase empowerment, "
秘密灌顶,"the secret empowerment, "
智慧灌顶,"the wisdom empowerment, "
句宝灌顶,the precious word empowerment
黄纸词句传,the verbal transmission of the yellow scrolls
风心,the wind-mind
大乐智慧,the wisdom of great bliss
忿怒坛城,the wrathful mandala
童子瓶佛身,the youthful vase kaya
内三续,"three inner classes of tantra, "
外三续,three outer classes of tantra
三补处,Three Regents
三根本,Three Roots
三密功德,three secret qualities
三域,three spheres
三最,Three Supremes
任运自成顿超,"tögal, which brings the realization of spontaneous presence"
本来清净直断,"trekchö, which reveals the view of original purity"
拙火,tummo (wisdom mystic heat
君臣二十五大弟子,twenty-five heart disciples of the king and the ministers
妙力,unobstructed power
金刚杵,vajra
法胤种姓,vajra caste
金刚诵,vajra recitation
密宗金刚乘,Vajrayana of Secret Mantra
持明,vidyadhara
智慧尊者,wisdom deity
智慧护法神,wisdom protector
世间护法神,worldly protector
虚空瑜伽,yoga of space
二种大乘,2 great vehicles
1般若乘,perfection vehicle
2密咒乘,secret mantra vehicle
金刚乘,(adamantine vehicle)
三身,3 bodies of a buddha
1法身,truth body
a自性身,nature body
b智慧法身,wisdom truth body
2报身,complete enjoyment body
3化身,emanation body
三律仪,3 types of vows
1别解脱律仪,vows of individual liberation
2菩萨律仪,bodhisattva vows
3密咒律仪,secret mantra vows
大中观,the Great Middle Way
空色,empty form
阿阇黎札巴哈德,Acharya Prabhahasti
阿祖哲巴仁波切,Adzom Drukpa Rinpoche
莲花生比丘,Bhikshu Padmasambhava
旃札古昧,Chandragomin
月称论师,Chandrakirti
杰珍大师桑给旺修,Chetsun Senge Wangchuk
无死莲花生,Deathless Lotus-Born
焦若鲁坚赞,Chogro Lu'i Gyaltsen
空行母业自在,Dakini Karmendrani
持德空行母,Dakini Paldzin
吉祥慧空行母,Dakini Palgyi Lodro
达瓦桑波,Dawa Sangpo
丹玛,Denma
多哲丹毕尼玛,Dodrupchen Tenpe Nyima
威猛妙力,"Dorje Drakpo Tsal, Wrathful Vajra Might"
忿怒金刚,"Dorje Drolo, Wild Wrathful Vajra"
一髻佛母,Ekajati
嘎绕多吉,Garab Dorje
马头明王,Hayagriva
喜金刚,Hevajra
恩札布德,Indrabhuti
蒋花西宁文殊友,Jampal Shenyen
文殊智慧勇识,Jampal Yeshe Sempa
蒋扬钦哲旺波,Jamyang Khyentse Wangpo
晋美朗巴,Jigme Lingpa
嘉纳思札,Jnanasutra
难胜具种王,Kalkin King Aja
无边尊胜王具种王,Kalkin King Anantavijaya
不灭具种王,Kalkin King Aniruddha
大自在王具种王,Kalkin King Maheshvara
人中狮王具种王,Kalkin King Narasimha
白莲具种王,Kalkin King Pundarika
勇武轮具种王,Kalkin King Rudra Chakrin
胜海具种王,Kalkin King Samudravijaya
噶玛乔美仁波切,Karma Chakme Rinpoche
噶陀都德大师,Kathok Dudul Dorje
噶瓦拜则,Kawa Peltsek
堪布菩提萨埵,Khenpo Bodhisattva
国王匝,King Dza
格萨尔王,King Gesar of Ling
国王则那莫札,King Jinamitra
贡智云丹嘉措,Kongtrul Yonten Gyatso
根桑西绕,Kunzang Sherab
列绕朗巴,Lerab Lingpa
爱慧,Loden Chokse
龙钦绕降,Longchen Rabjam
玛玛格佛母,Mamaki
曼达拉娃,Mandarava
狮面佛母,"Marajita, the Lion-Faced Dakini"
不变金刚,Mingyur Dorje
莫德赞普,Mutik Tsenpo
莫赤赞普,Mutri Tsenpo
纳南降魔金刚,Nanam Dorje Dudjom
乃琼多吉札丹,Nechung Dorje Drakden
酿喇索甲,Nyala Sogyal
日光,"Nyima Odzer, Rays of the Sun"
邬金海生金刚,"Orgyen Tsokye Dorje,Lake-Born Vajra"
光明幻化金刚,Odsal Trulpa'i Dorje
全知麦彭嘉措,Omniscient Mipham Gyatso
莲花生,Padmasambhava
莲花王,"Pema Gyalpo, Lotus King"
颅鬘妙力,Pema Totreng Tsal
班玛陈列,Pema Trinley
班玛旺钦,Pema Wangchen
罗刹王绕恰托创,Raksha Thotreng
鹫翎尊者,Rigdzin Godem
荣索秋吉桑波,Rongzom Chökyi Zangpo
普贤如来,Samantabhadra
普贤佛母,Samantabhadri
萨绕哈,Saraha
狮子吼,Senge Dradok，Lion’s Roar
措周壤卓,Shabkar Tsokdruk Rangdrol
释迦狮子,Shakya Senge， Lion of the Shakyas
寂天,Shantideva
寂藏,Shantigarbha
西日桑哈,Shri Singha
丹哲意吾布美,Tenzin Yuö Bummé
囤弥桑布札,Thönmi Sambhota
托嘎如意宝,Thubga Yidzhin Norbu
赤松德赞,Trisong Detsen
贝若札那,Vairotsana
金刚持,Vajradhara
金刚童子,Vajrakumara
吉祥密主金刚手,Vajrapani， the Glorious Lord of Secrets
金刚萨埵,Vajrasattva
金刚亥母,Vajravarahi
布玛莫札,Vimalamitra
忿怒甘露漩,wrathful Amritakundalin
益西措嘉,Yeshe Tsogyal
密严刹土,Akanishtha
阿苏拉山洞,Asura Cave
火焰山,Blazing Fire Mountain
燃璁玉,Blazing Turquoise
妙拂罗刹洲,Chamaradvipa / Ngayab Ling
石渠江玛佛学院,Changma Buddhist Academy in Sershul
清凉大尸林,Cool Grove charnel ground
单特河,Danatika River
达那够夏海,Dhanakosha Lake
米积大塔,Dhanyakataka Stupa
金刚降魔洲,"Dule Namgyal Ling, the Victorious Mara-Subduing Land of Larung Gar"
子美曲列,Dzimé Chölhé
中卫藏四翼,four central regions of U Tsang
铜色吉祥山,Glorious Copper-Colored Mountain
嘎拉巴,Kalapa
喇荣显密中心,Larung Dharma Center of Sutrayana & Tantrayana
玛拉蒂卡山洞,Maratika Cave
黑波日山,Mount Hepori
布息山,Mount Malaya
那罗延窟,Narayana Cave
娘波耶则山,Nyenpo Yutsé Mountain
乌仗那国,Oddiyana
莲花光宫殿,Palace of Lotus Light
虎穴,Paro Taktsang
红岩格仓山洞,Red Rock Cave
桑耶青普,Samye Chimphu
桑耶不变自成宫,"Samye Monastery, the Monastery of Unchanging Spontaneous Presence"
狮龙虎顶宫堡,Sengtrug Tagtse Castle (Lion Cub Tiger Peak Castle)
乐积塔,Shankarakuta Stupa
下多康六冈,six lower regions of Dokham
索萨林大尸林,Sosaling charnel ground
善财洞,Sudhana Cave
扬列雪岩洞,the rock cave of Yanglesho
上阿里三地,the three upper regions of Ngari
萨霍国,Zahor
耶多德珠岩洞,Zhotö Tidro Cave
入菩萨行论,A Guide to the Bodhisattva Way of Life
时轮金刚略续,Abridged Kalachakra Tantra
中观庄严论,Adornment of the Middle Way
极乐愿文,An Aspiration for Birth in the Pure Realm of Sukhavati
弥勒菩萨愿文,Aspiration of Maitreya
了义大手印愿文,Aspiration of the Mahamudra of Definitive Meaning
明界炽燃续,Blazing Clear Expanse Tantra
佛陀平等行续,Buddhasamayoga Tantra
虚幻休息妙车疏,"Chariot of Excellence, the commentary on Finding Rest in Illusion"
禅定休息净车疏,"Chariot of Surpassing Purity, the commentary on Finding Rest in Meditation"
杰珍宁提,Chetsun Nyingtig
总集经教,Later Compendium of Scriptures
忿怒善逝总集,"Dorje Drolo, Complete Sugata Assembly"
八大法行,"Drubpa Kagyad, the Eight Great Sadhana Teachings"
集密意续,"Dupa Dō, Sutra which Gathers All Intentions"
格萨尔王传,Epic of King Gesar
建立显现即本尊,Establishing All Appearances as Divine
建立有境即本智,Establishing the Subject as Primordial Wisdom
探究本心金刚宝鬘论,Exploring the Nature of Mind: Treatise of the Precious Vajra Garland
噶当祖师问道语录,Father Teachings of the Kadampa School
四安住方便,Four Modes of Placement
四持明遗教,Four Testaments of the Vidyadharas
八大法行集善逝,Gathering of the Sugatas of the Eight Transmitted Precepts
心性休息大车疏,"Great Chariot, the commentary on Finding Rest in the Nature of Mind"
密藏续,Guhyagarbha Tantra
密集续,Guhyasamaja Tantra
忠言心之明点,Heart Essence Bindu of the Heart
引导文圆密明点,Heart Essence of Chetsun: The Perfect Secret Bindu
喜金刚续,Hevajra Tantra
法界赞,In Praise of Dharmadhatu
入中论,Introduction to the Middle Way
时轮金刚续,Kalachakra Tantra
山法噶玛乔美,Karma Chakme’s Mountain Dharma
空行心滴,Khandro Nyingtig
空行精滴,Khandro Yangtig
普贤行愿品,King of Aspiration Prayers for Excellent Conduct
集上师密意,"Lama Gongdu, Gathering of the Wisdom Intent"
上师心滴,Lama Yangtig
七钉,Nailing Down the Seven Points
心性自解脱,Natural Freedom of the Nature of Mind
四心滴,"Nyingtig Yabzhi, Four Sections of the Heart Essence"
大乘经庄严论,Ornament of the Mahayana Sutras
手中赐佛,Placing Buddhahood within Reach
心愿自成,Prayer to Guru Rinpoche that Spontaneously Fulfills All Wishes
四法宝鬘论,Precious Garland of the Four Themes
实相宝藏论,Treasury of the Natural State
胜乘宝藏论,Treasury of the Supreme Vehicle
愿海精髓,Quintessence of Oceanic Prayers of Aspiration
文殊真实名经,Reciting the Names of Manjushri
应成根本续,Reverberation of Sound Tantra / Root Tantra that Proclaims Purity and Emptiness
伏藏宝库,Rinchen Terdzod
时轮金刚根本续,Root Kalachakra Tantra
长寿修法仪轨如意宝,"Sadhana for Longevity Practice, the Wish-Fulfilling Treasure"
一子续密释,Secret Commentary on the Sole Heir of the Doctrine Tantra
见而有义,Seeing Accomplishes All
七宝藏,Seven Treasures
七句祈祷文,Seven-Line Prayer
系解脱精藏六续,Six Essential Tantras that Grant Liberation through Wearing
六修觉受,Six Meditative Experiences
佛一子续,Sole Heir of the Doctrine Tantra
噶当弟子问答录,Son Teachings of the Kadampa School
无垢光大疏,Stainless Light
珍珠鬘续,String of Pearls Tantra
甘露妙药,Supreme Medicinal Nectar
华严经,Sutra of the Great Bounteousness of the Buddhas
无垢天女请问经,Sutra Requested by the Immaculate Goddess
摄持功德续,Tantra of Holding All Qualities
缘起除障,Tendrel Nyesel
引导文妙道智藏,The Excellent Path of the Heart of Wisdom: A Special Commentary
大鹏展翅,The Flight of the Garuda
中观根本慧论,The Fundamental Wisdom of the Middle Way
杰珍大师布玛莫札三品深滴,The Great Chetsun’s Profound Essence of Vimalamitra in Three Sections
格萨尔王供事业自成,"The Prayer and Offering to ‘The Great Lion, Gesar the Jewel,’ that SpontaneouslyAccomplishes Activities"
幻化密藏修法,The Sadhana of the Gyutrul Sangnying
杰珍宁提灌顶仪轨点金剂,The Supreme Elixir for Making Gold: A Clear Arrangement of the LiberatingEmpowerment for the Great Chetsun’s Profound Essence of Vimalamitra
佛子行三十七颂,Thirty-Seven Precepts of the Bodhisattvas
击要三句,Three Vital Statements that Strike the Crucial Point
三休息,Trilogy of Rest
普贤通彻密意,Unimpeded Wisdom Intent of Samantabhadra
宝性论,Uttaratantra Shastra
项袋金刚橛,Vajrakilaya Gurkhukma
般若摄颂,Verse Summary of the Perfection of Wisdom
布玛心滴,Vima Nyingtig
